	SRR31642076	SRR31642075	SRR31642074	SRR31642073
Gene	control	control	agonist	agonist
IL7R	-0.7840512226849831	-0.9442692905470245	0.8581067903887452	0.8702137228432612
CXCL10	-0.850783473114384	-0.8810676367417862	0.8551281476780727	0.8767229621780976
IFIT1	-0.8757323569953329	-0.856263740702757	0.8660430400421613	0.8659530576559288
SCN3A	-0.8127989006057558	-0.9175088594740369	0.8485260770498257	0.8817816830299666
SAA2	-0.45233869651240016	-1.1875893194648774	0.9619840121021923	0.6779440038750847
CEACAM1	-0.8512521264745753	-0.8806620104271836	0.8704820967813456	0.861432040120413
PFKFB4	0.8969501279039179	0.8267270043605521	-0.9768852961345301	-0.7467918361299383
HERC5	-0.8838150826597799	-0.8480501107013089	0.8646315557963706	0.8672336375647177
TRPC4	-0.7158466386805792	-1.0041594098667148	0.857081898958851	0.862924149588443
IDO1	-0.8818854250240645	-0.8500141043010884	0.8631098895771366	0.8687896397480157
CCL5	-0.936140685399309	-0.7929290990607414	0.8589268071526353	0.8701429773074149
SQOR	-1.0015224174630268	-0.7189416393767344	0.8664562171437881	0.8540078396959744
SLIT2	1.1921456395624306	-1.246921796899503	-0.07861803620907831	0.13339419354614396
FZD4	-0.7724590521438637	-0.9544082585459696	0.8371988081404339	0.8896685025493993
EXT1	1.2126975283622203	0.4274602338536629	-0.8482188055877126	-0.7919389566281531
SOD2	-0.847397554250898	-0.8815513235283424	0.7932264984001592	0.9357223793790798
SDC4	0.9921667064906102	0.7089438105195719	-0.668737486386505	-1.0323730306236327
PLAUR	-1.1460978083200295	-0.5158934240242148	0.9710069739578876	0.6909842583863566
THEMIS2	-0.8456238409743321	-0.8861871587467532	0.8639092695754486	0.8679017301456365
ISG20	-0.8753110471727087	-0.8566869420396844	0.8681826518851734	0.8638153373272196
IRAK2	-0.23330782347652237	-0.45174142190772004	-0.7770402286980644	1.4620894740823143
CFB	-0.8608227234677536	-0.8710805001855122	0.8810944799141202	0.850808743739146
APOL3	-0.8736411989180929	-0.8583751216589517	0.8647959933620734	0.8672203272149717
OASL	-0.8628283477547029	-0.8692110979147184	0.8691010289994743	0.8629384166699468
CD55	-0.854679280944186	-0.8769508924912321	0.8412292156982022	0.8904009577372141
CXCL11	-0.879311226053906	-0.8526151862393168	0.8598573429711702	0.8720690693220529
RNF149	-0.8805946499721213	-0.8512126319495401	0.8515529129032078	0.8802543690184531
SLC16A6	-0.7429246554105721	-0.8979499271907082	0.4360454425786491	1.2048291400226319
PSME1	-1.1953482130881332	-0.4554137868204703	0.8502138619492441	0.8005481379593595
STING1	-0.9071359482229838	-0.8230941021602783	0.902347113542426	0.8278829368408347
TNIP1	-1.228458893395069	-0.401905087176181	0.802578546938276	0.8277854336329641
KRT17	-0.9512948071982607	-0.7756852295673512	0.8960521953308542	0.8309278414347581
ISG15	-0.9393673088105475	-0.789401034712507	0.8719694452941258	0.8567988982289292
MX2	-0.8780550889080252	-0.8538947427409027	0.8605934900006831	0.8713563416482446
IFIT3	-0.8654018216729198	-0.8666471645917375	0.8643611020059574	0.8676878842587005
IFIT2	-0.8429501509128454	-0.8887866989460435	0.8615679439672624	0.8701689058916265
BIRC3	-0.6893099191045986	-1.0211662318598784	0.7572405479012203	0.9532356030632557
