	SRR17933337	SRR17933336	SRR17933335	SRR17933334
Gene	Par	Par	Tax-R	Tax-R
IL7R	0.7809797661202859	0.944033371528169	-0.7882218603642168	-0.9367912772842379
CXCL10	0.8548928823499822	0.877086377788048	-0.86687473792725	-0.8651045222107804
IFIT1	0.81371658719077	0.9164155031447612	-0.891232973934276	-0.8388991164012551
SCN3A	1.0333000203576017	0.6535298643249445	-0.6403235165801953	-1.0465063681023503
SAA2	0.9292997722095759	0.8003490685260841	-0.8654350559194454	-0.8642137848162147
CEACAM1	1.0109658145690084	0.7017374792795639	-0.7593043760525302	-0.9533989177960415
PFKFB4	0.9144968786686853	0.7952714193381623	-1.041411643028412	-0.6683566549784329
HERC5	0.8449138463809904	0.8865887562753982	-0.8430539673790505	-0.8884486352773386
TRPC4	-0.8801296098836255	-0.8514939241662555	0.8426824017466934	0.8889411323031876
IDO1	0.8093326644768711	0.9198828021510171	-0.9076379756151931	-0.8215774910126954
CCL5	0.879775969953111	0.8516246672078931	-0.8961600109241795	-0.8352406262368246
SQOR	0.3014582789954391	-1.0525492754586416	-0.49600314822267244	1.247094144685875
SLIT2	-0.919758340524546	-0.8102138013888348	0.8405280949938914	0.8894440469194943
FZD4	0.8595519614155721	0.8717630753683815	-0.9008263096265033	-0.8304887271574487
EXT1	-0.7674078389970407	0.8597909312221566	-0.9593118682414461	0.8669287760163086
SOD2	0.9093748300926686	0.8214670769624048	-0.8781175328256876	-0.8527243742293872
SDC4	0.8588734071416747	0.8728248312296883	-0.8895544994238708	-0.8421437389474935
PLAUR	0.9411633874800552	0.7872246511063085	-0.8438689019083272	-0.8845191366780328
THEMIS2	0.9107383920955475	0.81839761929623	-0.8105992881479033	-0.9185367232438735
ISG20	0.8539499718605101	0.8661268742797924	-0.7164043308500813	-1.0036725152902204
IRAK2	0.8260063387051849	0.9021533328262633	-0.9367605324309355	-0.7913991391005116
CFB	1.0934753510265744	0.6035775127171474	-0.8461148277266763	-0.8509380360170462
APOL3	-1.1498799625285836	-0.4977054515627622	1.014575970065109	0.6330094440262433
OASL	0.9110015911175757	0.819501962439316	-0.8894526042729931	-0.8410509492838977
CD55	0.7915556762121386	0.9373144433794337	-0.8783149099454527	-0.8505552096461212
CXCL11	0.8662184766755869	0.8650008801609804	-0.9035490856602577	-0.8276702711763102
RNF149	0.6487266046018773	1.058380292856302	-0.8841962986336235	-0.8229105988245188
SLC16A6	0.6809371818004956	1.0328348729313643	-0.8337629662739786	-0.8800090884578794
PSME1	-1.1166744523878835	-0.545043732722728	0.6368077675918717	1.0249104175187957
STING1	0.892177665940979	0.8373402352179512	-0.9250260961343202	-0.8044918050246087
TNIP1	0.8664089617842765	0.7358429535204181	-1.2617044301439868	-0.3405474851607012
KRT17	0.8427091531496332	0.8887795273735459	-0.8447002255316255	-0.8867884549915532
ISG15	0.8179643934531378	0.9123366668484295	-0.8368205308004267	-0.8934805295011359
MX2	0.8737352727389899	0.8582668201082823	-0.8709565413170569	-0.8610455515302138
IFIT3	0.6989582160803854	1.017943116111832	-0.8322387194634182	-0.8846626127288011
IFIT2	0.8497870497461381	0.8810656290894443	-0.822648837125001	-0.9082038417105822
BIRC3	0.8328783745001741	0.8979727180318621	-0.8973305513651095	-0.8335205411669266
