	SRR17933329	SRR17933328	SRR17933327	SRR17933326	SRR17933325	SRR17933324
Gene	siC	siC	siMYC	siMYC	siMYC	siMYC
IL7R	1.1542106400762866	1.3414309000456497	-0.6830686898396315	-0.7713667611353512	-0.8844136845191598	-0.15679240462783012
CXCL10	-0.9019284056746183	-0.9019284056746183	1.1697561338098446	-0.9019284056746183	0.6920100407984003	0.8440190424156107
IFIT1	-0.9436946020663608	1.0558680853905555	0.7521040499508556	-0.1940387295805296	-1.375951167015353	0.7057123633208354
SCN3A	-1.3541382610634962	1.0967736276549571	-0.1433228630325047	-0.9779224961057682	0.554693383899161	0.8239166086476497
SAA2	0.11089901837969988	-0.9566492725985589	-1.0179868461531336	-0.4079947422512905	1.5162498496782846	0.7554819929449981
CEACAM1	-1.5804249125538565	-0.9047222361272839	0.5885126689550182	0.8301858142377242	0.7326268722125776	0.33382179327582123
PFKFB4	-1.3451744540237522	-1.2351059748150683	0.6316820485178863	0.6499485604549298	0.6619324521564082	0.6367173677095941
HERC5	-0.8491175078655693	-0.20566664434846454	-1.4173257577543896	0.6124445715223144	0.6812140386375184	1.178451299808593
TRPC4	1.590307135245227	0.8142069729691588	-1.0526428682841158	-0.5031933463914877	-0.2162493203295551	-0.63242857320922
IDO1	-0.10544117859024736	-0.3909928412208369	-0.6232639972889832	-0.9818438473685404	0.2522434433579492	1.8492984211106607
CCL5	-0.3654197664401311	-1.8331103725597524	0.9367886941612324	0.476236743748466	0.17677614237988276	0.6087285587103036
SQOR	-1.60584184823013	-0.9039732130971122	0.6652054539131992	0.6745723351683356	0.6900535064357867	0.47998376580992075
SLIT2	-1.293026891535037	-1.2714303400131015	0.6119140554903302	0.5606911934718901	0.5314465825457222	0.8604054000401945
FZD4	-1.3775284243455879	-1.1495514110161502	0.40956108590051044	0.7025958951954341	0.9509387122740705	0.4639841419917216
EXT1	-1.3777297746017536	-1.1981355269087066	0.6850507698268796	0.6845561691284364	0.6242313468734758	0.5820270156816789
SOD2	1.2571497534700067	1.2720398067435716	-0.8273981240230172	-0.8833748777768661	-0.4379098953905569	-0.3805066630231435
SDC4	-1.323704941711986	-1.2558690985874585	0.6506317581561102	0.5815472577284122	0.6996056277180019	0.6477893966969083
PLAUR	-1.2450581090579558	-1.332396484334717	0.5703494586399421	0.6197843271158109	0.6563154922436433	0.7310053153932775
THEMIS2	-1.2244663833919085	-1.353506611875393	0.6319811504166535	0.6265630342179832	0.7157247796168494	0.6037040310158148
ISG20	-1.2083337189412637	-1.2670838752388516	1.0213645365786002	0.7790058814948466	0.16937476734606047	0.5056724087606076
IRAK2	-0.37074525205631675	-1.0570030559082748	-0.28918835507488033	-0.4570929641545027	0.34893412514575395	1.8250955020481996
CFB	1.79044832662712	-1.2873597584288419	-0.2574673376579423	0.04045607843001558	-0.02439337548151499	-0.26168393348883984
APOL3	1.1635822247969343	0.5610635691651878	-0.20098268674134562	-0.5698813170176097	-1.597443319126267	0.6436615289230803
OASL	-0.9647124186137487	-1.536691689787333	0.7102699053949916	0.6658154322247807	0.8145957897431265	0.31072298103817875
CD55	-1.3039468115590582	-1.277012425853365	0.6816776694092133	0.6037498085740911	0.6645353560316054	0.6309964033975072
CXCL11	-1.2938316246130974	-0.7202885804356886	0.548984297603019	-0.036035588337056175	-0.07939733492656774	1.5805688307093917
RNF149	1.3385762520620386	1.2150160314347376	-0.3940186485198801	-0.7700878524832677	-0.5990133373660257	-0.7904724451276071
SLC16A6	-1.1321908814743216	-1.4256625887276813	0.5163111377255681	0.5438387962194476	0.7194050150184016	0.778298521238586
PSME1	-1.4956492002383732	-0.9329496858693755	1.0637096875066079	0.7603580151668039	0.3142398780525794	0.2902913053817504
STING1	-0.9889545218713686	-1.5329004874913266	0.3957853738691635	0.6556624499105651	0.7831467519517892	0.687260433631176
TNIP1	-1.102925010801881	-1.2846466302201407	0.28126068035596946	0.09616424743675454	1.1158420770619717	0.8943046361673144
KRT17	-1.1392649082322768	-1.2842727353168273	1.0197435173464	0.8490028919701901	0.5402069578703866	0.014584276362128086
ISG15	-0.7917426932052265	-1.6363969995098084	0.6291749680203674	0.9816332233610726	0.37810392295930384	0.43922757837428245
MX2	-1.1172885544255415	-1.4279677124715497	0.6353781593622494	0.5369856503858158	0.48883720205336834	0.8840552550956587
IFIT3	-0.6051140736379412	-1.4142447623597927	-0.0007519228705365852	-0.24670457414053795	1.0906343059197339	1.1761810270890714
IFIT2	-1.2527366554340769	-1.1071832989463368	0.26092371499850564	0.4070741939788397	0.32648757470175793	1.3654344707013113
BIRC3	1.2607247336393521	1.260987856145741	-0.7459151197990352	-0.8126225523152347	-0.21712098350090017	-0.7460539341699222
